ASASSN-14ms,V,Ib,y,,,,
sn2007Y,ip,Ib,y,,,,
sn2007Y,rp,Ib,y,,,,
sn2007Y,up,Ib,y,,,,
sn2007Y,w1,Ib,n,,,,
sn2007Y,w2,Ib,n,,,,
sn2007ag,B,Ib,y,,,,
sn2007ag,J,Ib,y,,,,
sn2007ag,V,Ib,y,,,,
sn2007ag,g,Ib,y,,,,
sn2007ag,ip,Ib,y,,,,
sn2007ag,rp,Ib,y,,,,
sn2007ay,V,IIb,y,,,,
sn2007ay,ip,IIb,y,,,,
sn2007ay,rp,IIb,y,,,,
sn2007ce,B,Ic-bl,y,,,,
sn2007ce,H,Ic-bl,y,,,,
sn2007ce,J,Ic-bl,y,,,,
sn2007ce,V,Ic-bl,y,,,,
sn2007ce,ip,Ic-bl,y,,,,
sn2007ce,rp,Ic-bl,y,,,,
sn2007cl,B,Ic,y,,,,
sn2007cl,V,Ic,y,,,,
sn2007cl,ip,Ic,y,,,,
sn2007cl,rp,Ic,y,,,,
sn2007d,B,Ic-bl,n,bad fit,,,
sn2007d,J,Ic-bl,n,bad data,,,
sn2007d,V,Ic-bl,n,missing peak,,,
sn2007d,ip,Ic-bl,n,missing peak,,,
sn2007d,rp,Ic-bl,y,,,,
sn2007gr,B,Ic,y,,,,
sn2007gr,H,Ic,y,,,,
sn2007gr,I,Ic,y,,,,
sn2007gr,J,Ic,y,,,,
sn2007gr,K,Ic,y,,,,
sn2007gr,R,Ic,y,,,,
sn2007gr,U,Ic,y,,,,
sn2007gr,V,Ic,y,,,,
sn2007gr,ip,Ic,y,,,,
sn2007gr,rp,Ic,y,,,,
sn2007kj,B,Ib,y,,,,
sn2007kj,H,Ib,y,,,,
sn2007kj,J,Ib,y,,,,
sn2007kj,V,Ib,y,,,,
sn2007kj,g,Ib,y,,,,
sn2007kj,ip,Ib,y,,,,
sn2007kj,rp,Ib,y,,,,
sn2007kj,up,Ib,y,,,,
sn2007ms,g,Ic,n,missing peak,,,
sn2007ms,rp,Ic,y,,,,
sn2007ms,up,Ic,y,It should have been n,,,
sn2007nc,rp,Ib,y,,,,
sn2007qv,g,Ic,n,bad fit,,,
sn2007qv,ip,Ic,n,It should have been y,,,
sn2007qv,rp,Ic,n,It should have been y,,,
sn2007qv,up,Ic,n,bad fit,,,
sn2007qw,ip,Ic,y,,,,
sn2007ru,B,Ic-bl,y,,,,
sn2007ru,I,Ic-bl,y,,,,
sn2007ru,R,Ic-bl,y,,,,
sn2007ru,U,Ic-bl,y,,,,
sn2007ru,V,Ic-bl,y,,,,
sn2007ru,ip,Ic-bl,y,,,,
sn2007ru,rp,Ic-bl,y,,,,
sn2007rz,B,Ic,n,bad fit,,,
sn2007rz,H,Ic,n,It should have been y,,,
sn2007rz,J,Ic,n,pre-shock contamination,,,
sn2007rz,V,Ic,y,,,,
sn2007rz,g,Ic,y,,,,
sn2007rz,ip,Ic,y,,,,
sn2007rz,rp,Ic,y,,,,
sn2008aq,B,IIb,y,,,,
sn2008aq,H,IIb,y,,,,
sn2008aq,J,IIb,y,,,,
sn2008aq,U,IIb,y,,,,
sn2008aq,V,IIb,y,,,,
sn2008aq,g,IIb,y,,,,
sn2008aq,ip,IIb,y,,,,
sn2008aq,rp,IIb,y,,,,
sn2008aq,w1,IIb,n,bad fit,,,
sn2008ax,B,IIb,y,,,,
sn2008ax,H,IIb,y,,,,
sn2008ax,I,IIb,y,,,,
sn2008ax,J,IIb,y,,,,
sn2008ax,K,IIb,y,,,,
sn2008ax,R,IIb,y,,,,
sn2008ax,U,IIb,y,It should have been n,,,
sn2008ax,V,IIb,y,,,,
sn2008ax,g,IIb,y,,,,
sn2008ax,ip,IIb,y,,,,
sn2008ax,rp,IIb,y,,,,
sn2008ax,up,IIb,y,,,,
sn2008ax,w1,IIb,n,bad fit,,,
sn2008ax,w2,IIb,n,bad fit,,,
sn2008bo,B,IIb,y,,,,
sn2008bo,U,IIb,n,bad fit,,,
sn2008bo,V,IIb,y,,,,
sn2008bo,ip,IIb,y,,,,
sn2008bo,rp,IIb,y,,,,
sn2008bo,w1,IIb,n,bad fit,,,
sn2008cw,B,IIb,y,,,,
sn2008cw,V,IIb,y,,,,
sn2008cw,ip,IIb,y,,,,
sn2008cw,rp,IIb,y,,,,
sn2008d,B,Ib,y,,,,
sn2008d,H,Ib,y,,,,
sn2008d,I,Ib,y,,,,
sn2008d,J,Ib,y,,,,
sn2008d,K,Ib,y,,,,
sn2008d,R,Ib,y,,,,
sn2008d,U,Ib,y,,,,
sn2008d,V,Ib,y,,,,
sn2008d,ip,Ib,y,,,,
sn2008d,rp,Ib,y,,,,
sn2008d,w1,Ib,n,bad fit,,,
sn2009bb,B,Ic-bl,y,,,,
sn2009bb,H,Ic-bl,y,,,,
sn2009bb,I,Ic-bl,y,,,,
sn2009bb,J,Ic-bl,y,,,,
sn2009bb,R,Ic-bl,y,,,,
sn2009bb,V,Ic-bl,y,,,,
sn2009bb,g,Ic-bl,y,,,,
sn2009bb,ip,Ic-bl,y,,,,
sn2009bb,rp,Ic-bl,y,,,,
sn2009bb,up,Ic-bl,y,,,,
sn2009iz,B,Ib,y,,,,
sn2009iz,H,Ib,y,,,,
sn2009iz,J,Ib,y,,,,
sn2009iz,K,Ib,y,,,,
sn2009iz,V,Ib,y,,,,
sn2009iz,ip,Ib,y,,,,
sn2009iz,rp,Ib,y,,,,
sn2009iz,up,Ib,y,,,,
sn2009jf,B,Ib,y,,,,
sn2009jf,H,Ib,y,,,,
sn2009jf,I,Ib,y,,,,
sn2009jf,J,Ib,y,,,,
sn2009jf,K,Ib,y,,,,
sn2009jf,R,Ib,y,,,,
sn2009jf,U,Ib,y,,,,
sn2009jf,V,Ib,y,,,,
sn2009jf,ip,Ib,y,,,,
sn2009jf,rp,Ib,y,,,,
sn2009jf,up,Ib,y,,,,
sn2009mg,B,IIb,y,,,,
sn2009mg,U,IIb,y,,,,
sn2009mg,V,IIb,y,,,,
sn2009mg,w1,IIb,y,too narrow,,,
sn2009mk,B,IIb,y,,,,
sn2009mk,U,IIb,y,too narrow,,,
sn2009mk,V,IIb,y,,,,
sn2010X,rp,Ic,y,,,,
sn2010al,B,Ibn,y,,,,
sn2010al,H,Ibn,y,,,,
sn2010al,J,Ibn,y,,,,
sn2010al,K,Ibn,y,,,,
sn2010al,U,Ibn,y,,,,
sn2010al,V,Ibn,y,,,,
sn2010al,ip,Ibn,y,,,,
sn2010al,rp,Ibn,y,,,,
sn2010al,up,Ibn,y,,,,
sn2010al,w1,Ibn,y,,,,
sn2010al,w2,Ibn,y,,,,
sn2010as,B,IIb,y,,,,
sn2010as,I,IIb,y,,,,
sn2010as,R,IIb,y,,,,
sn2010as,V,IIb,y,,,,
sn2010as,g,IIb,y,,,,
sn2010as,ip,IIb,y,,,,
sn2010as,rp,IIb,y,,,,
sn2010ay,R,Ic-bl,y,,,,
sn2010bh,B,Ic-bl,y,,,,
sn2010bh,V,Ic-bl,y,,,,
sn2010bh,ip,Ic-bl,y,,,,
sn2010cn,B,Ic,y,,,,
sn2010cn,U,Ic,y,,,,
sn2010cn,V,Ic,y,,,,
sn2010cn,w2,Ic,y,,,,
sn2010jr,B,IIb,y,,,,
sn2010jr,U,IIb,n,bad fit,,,
sn2010jr,V,IIb,n,bad fit,,,
sn2010jr,w1,IIb,n,pre-shock contamination,,,
sn2010jr,w2,IIb,n,pre-shock contamination,,,
sn2011am,B,Ib,y,,,,
sn2011am,U,Ib,y,,,,
sn2011am,V,Ib,y,,,,
sn2011am,w1,Ib,n,bad fit,,,
sn2011bm,B,Ic,y,,,,
sn2011bm,I,Ic,y,,,,
sn2011bm,R,Ic,y,,,,
sn2011bm,U,Ic,y,,,,
sn2011bm,V,Ic,y,,,,
sn2011bm,g,Ic,y,,,,
sn2011bm,ip,Ic,y,,,,
sn2011bm,rp,Ic,y,,,,
sn2011bm,up,Ic,y,,,,
sn2011dh,B,IIb,y,,,,
sn2011dh,I,IIb,y,,,,
sn2011dh,R,IIb,y,,,,
sn2011dh,U,IIb,y,,,,
sn2011dh,V,IIb,y,,,,
sn2011dh,w1,IIb,y,,,,
sn2011dh,w2,IIb,y,,,,
sn2011ei,B,IIb,y,,,,
sn2011ei,U,IIb,y,,,,
sn2011ei,V,IIb,y,,,,
sn2011ei,w1,IIb,y,,,,
sn2011ei,w2,IIb,y,,,,
sn2011fu,B,IIb,y,,,,
sn2011fu,I,IIb,y,,,,
sn2011fu,R,IIb,y,,,,
sn2011fu,U,IIb,y,,,,
sn2011fu,V,IIb,y,,,,
sn2011hg,B,IIb,y,,,,
sn2011hg,U,IIb,y,,,,
sn2011hg,V,IIb,y,,,,
sn2011hs,B,IIb,y,,,,
sn2011hs,I,IIb,y,,,,
sn2011hs,R,IIb,y,,,,
sn2011hs,U,IIb,y,,,,
sn2011hs,V,IIb,y,,,,
sn2011hs,g,IIb,y,,,,
sn2011hs,ip,IIb,y,,,,
sn2011hs,rp,IIb,y,,,,
sn2011hs,up,IIb,y,,,,
sn2011hs,w1,IIb,y,,,,
sn2011hs,w2,IIb,y,,,,
sn2011hw,B,Ibn,y,,,,
sn2011hw,I,Ibn,y,,,,
sn2011hw,R,Ibn,y,,,,
sn2011hw,U,Ibn,n,bad data,,,
sn2011hw,V,Ibn,n,bad data,,,
sn2011hw,w1,Ibn,y,,,,
sn2011hw,w2,Ibn,n,pre-shock contamination,,,
sn2012P,B,IIb,y,,,,
sn2012P,U,IIb,y,,,,
sn2012P,g,IIb,y,,,,
sn2012P,ip,IIb,y,,,,
sn2012P,rp,IIb,y,,,,
sn2012P,w1,IIb,y,,,,
sn2012ap,B,Ic-bl,y,,,,
sn2012ap,I,Ic-bl,y,,,,
sn2012ap,R,Ic-bl,y,,,,
sn2012ap,U,Ic-bl,y,,,,
sn2012ap,V,Ic-bl,y,,,,
sn2012au,B,Ib,y,,,,
sn2012au,U,Ib,y,,,,
sn2012au,V,Ib,y,,,,
sn2012au,m2,Ib,n,poor fit due to bad Ibc template,,,
sn2012au,w1,Ib,y,,,,
sn2012au,w2,Ib,y,,,,
sn2012bz,H,IIb,n,bad data,,,
sn2012bz,J,IIb,n,bad data,,,
sn2012bz,g,IIb,y,,,,
sn2012bz,ip,IIb,y,,,,
sn2012bz,rp,IIb,y,,,,
sn2012bz,up,IIb,n,bad data,,,
sn2012cd,R,IIb,y,,,,
sn2012cd,rp,IIb,n,missing peak,,,
sn2013ak,B,IIb,y,,,,
sn2013ak,U,IIb,y,,,,
sn2013ak,V,IIb,y,,,,
sn2013ak,w1,IIb,y,,,,
sn2013ak,w2,IIb,y,,,,
sn2013cq,B,Ic-bl,y,,,,
sn2013cq,I,Ic-bl,y,,,,
sn2013cq,R,Ic-bl,n,GRB contamination,,,
sn2013cq,V,Ic-bl,n,GRB contamination,,,
sn2013cq,rp,Ic-bl,n,GRB contamination,,,
sn2013df,B,IIb,y,,,,
sn2013df,I,IIb,y,,,,
sn2013df,R,IIb,y,,,,
sn2013df,U,IIb,y,,,,
sn2013df,V,IIb,y,,,,
sn2013df,ip,IIb,y,,,,
sn2013df,m2,IIb,n,bad fit,,,
sn2013df,rp,IIb,y,,,,
sn2013df,w1,IIb,y,,,,
sn2013df,w2,IIb,y,,,,
sn2013dk,B,Ic,y,,,,
sn2013dk,U,Ic,y,,,,
sn2013dk,V,Ic,y,,,,
sn2013ge,B,Ic,y,,,,
sn2013ge,I,Ic,y,,,,
sn2013ge,R,Ic,y,,,,
sn2013ge,U,Ic,y,,,,
sn2013ge,V,Ic,y,,,,
sn2013ge,w1,Ic,n,bad fit,,,
sn2013ge,w2,Ic,n,bad fit,,,
sn2014C,B,Ib,y,,,,
sn2014C,U,Ib,y,,,,
sn2014C,V,Ib,y,,,,
sn2014C,w1,Ib,y,,,,
sn2014L,B,Ic,y,,,,
sn2014L,I,Ic,y,,,,
sn2014L,R,Ic,y,,,,
sn2014L,U,Ic,y,,,,
sn2014L,V,Ic,y,,,,
sn2014L,rp,Ic,n,missing peak,,,
sn2014ad,B,Ic-bl,y,,,,
sn2014ad,I,Ic-bl,y,,,,
sn2014ad,R,Ic-bl,y,,,,
sn2014ad,U,Ic-bl,y,,,,
sn2014ad,V,Ic-bl,y,,,,
sn2014ad,m2,Ic-bl,n,bad fit,,,
sn2014ad,w1,Ic-bl,y,,,,
sn2014ad,w2,Ic-bl,y,,,,
sn2015U,B,Ibn,y,,,,
sn2015U,I,Ibn,y,,,,
sn2015U,R,Ibn,y,,,,
sn2015U,V,Ibn,y,,,,
sn2016bau,rp,Ib,y,,,,
sn2016gkg,B,IIb,y,,,,
sn2016gkg,I,IIb,y,,,,
sn2016gkg,R,IIb,y,,,,
sn2016gkg,U,IIb,y,,,,
sn2016gkg,V,IIb,y,,,,
sn2016gkg,g,IIb,y,,,,
sn2016gkg,ip,IIb,y,,,,
sn2016gkg,rp,IIb,y,,,,
sn2016gkg,w1,IIb,y,,,,
sn2016gkg,w2,IIb,n,It should have been y,,,
sn2016hgs,g,Ib,n,bad data,,,
sn2016hgs,ip,Ib,y,,,,
sn2016hgs,rp,Ib,y,,,,
sn2017ein,B,Ic,y,,,,
sn2017ein,I,Ic,y,,,,
sn2017ein,R,Ic,y,,,,
sn2017ein,V,Ic,y,,,,
sn2018bcc,g,Ibn,y,,,,
sn2018bcc,ip,Ibn,y,,,,
sn2018bcc,rp,Ibn,y,,,,
sn2019aajs,g,Ibn,y,,,,
sn2019aajs,ip,Ibn,y,,,,
sn2019aajs,rp,Ibn,y,,,,
sn2019bjv,g,Ic,y,,,,
sn2019bjv,rp,Ic,y,,,,
sn2019deh,g,Ibn,y,,,,
sn2019deh,ip,Ibn,y,,,,
sn2019deh,rp,Ibn,y,,,,
sn2019gqd,g,Ic,y,,,,
sn2019gqd,ip,Ic,y,,,,
sn2019ilo,g,Ic,y,,,,
sn2019ilo,rp,Ic,y,,,,
sn2019myn,g,Ibn,y,,,,
sn2019myn,ip,Ibn,y,,,,
sn2019myn,rp,Ibn,y,,,,
sn2019php,g,Ibn,y,,,,
sn2019php,rp,Ibn,y,,,,
sn2019pik,I,Ic,y,,,,
sn2019rii,g,Ibn,y,,,,
sn2019rii,rp,Ibn,y,sn2019rii,rp,Ibn,y